id,condition,mean_stat,max_stat,min_stat,std_stat,sampling_count,simulation_time,sampling_resolution
2-39-89-25,attack,0.9962016664557665,190.78287706865763,0.00018087570363490457,8.091443367103825,3720,382.171741,9.733843717136585
2-39-89-25,normal,0.18524925311276683,0.23966910197715774,0.1294195941187751,0.0030062379056888864,3569,404.289015,8.827843121089995
2-39-139-28,attack,1.7372967029406343,453.58926455595054,0.00014208215131238919,13.981088373425278,3774,382.171741,9.875141448514373
2-39-139-28,normal,0.18491817034514466,0.22728182888235424,0.14452319175171358,0.003615076602218624,3677,404.289015,9.094978749298939
2-39-131-30,attack,2.4897584520395672,294.2933424580614,0.00020596677280409838,15.729605894847447,3762,382.171741,9.843741952652643
2-39-131-30,normal,0.18578724015684153,0.7995695144048813,0.04576263275681917,0.01660129673263409,3647,404.289015,9.020774408129787
GS_1,attack,0.19831891608859314,0.6822461128468891,0.06553059849372496,0.03811914674281516,3739,382.171741,9.783559585584324
GS_1,normal,0.36814269443505954,7.325810771680904,0.0055409033474283125,0.6075358612498324,2464,404.289015,6.094649888026267
2-39-89-25,attack,0.1824157633565547,0.2333329420152227,0.15198204410697105,0.009006952630108853,255,29.238053,8.721510970651842
2-39-89-25,normal,0.18385217746515609,0.6189773659598904,0.04143019020180529,0.032138179468853056,434,53.209588,8.156424740593744
2-39-139-28,attack,0.18431049338521052,0.7385536913137747,0.14075531921784673,0.03511352352586325,282,29.238053,9.644965073426743
2-39-139-28,normal,0.18377846408096357,0.6277592847695421,0.1358946774300835,0.02184465242748953,497,53.209588,9.340421880357352
2-39-131-30,attack,0.18859889491722373,1.121430160673284,0.041237106630768634,0.08778295481684543,260,29.238053,8.89252098968423
2-39-131-30,normal,0.18298741468310442,0.2681131871966911,0.13209051848532288,0.011349294600794145,459,53.209588,8.626264875420572
GS_1,attack,0.36814269443505954,7.325810771680904,0.0055409033474283125,0.6075358612498324,2464,29.238053,84.27373737916133
GS_1,normal,0.2164418335185226,1.5166516272634303,0.0186135851447417,0.19246140392905764,421,53.209588,7.912107870483794
2-39-89-25,attack,0.18114615737270268,1.3690858015654312,0.0241457441975324,0.058779375383847955,2044,211.57453,9.660898218703357
2-39-89-25,normal,0.18589531318170294,0.22858378464491766,0.1525400022630371,0.0032861850559736737,2040,233.854285,8.723380886520852
2-39-131-30,attack,0.18097622202922953,1.4023435612638449,0.021519128862327624,0.054626662154932525,2049,211.57453,9.684530552897836
2-39-131-30,normal,0.1864366215059494,0.38055514834281456,0.07886213377211292,0.01761175177693159,2092,233.854285,8.945741575785108
GS_1,attack,0.2079776140868539,0.500097803271081,0.05943559537004239,0.034140271350755945,2053,211.57453,9.70343642025342
GS_1,normal,0.2994055394313562,3.430556890255622,0.005911797853229232,0.4124143075431395,1474,233.854285,6.303070307221439
2-39-139-28,attack,0.17796002632775088,0.3062895026557447,0.08776465194496332,0.018020297042682116,274,28.092611,9.753454386991654
2-39-139-28,normal,0.18699979673371994,0.2573491421759442,0.04107644222566005,0.013856222815127927,484,51.892716,9.32693520994353
2-39-131-30,attack,0.3926394673171816,51.99189706194922,0.036017710940157516,3.344692666265012,240,28.092611,8.543171725832105
2-39-131-30,normal,0.1879881424711504,0.6792645173698507,0.14876710377247157,0.0244942616326248,449,51.892716,8.652466754679018
GS_1,attack,0.21857141564516874,5.662341502863661,0.09137464336382158,0.3615326458705862,236,28.092611,8.40078553040157
GS_1,normal,0.21113473129274285,2.583682135274492,0.01979347013536735,0.15194724947175411,418,51.892716,8.055080408587594
2-39-89-25,attack,0.9799276342648421,280.1603083205249,0.00023516415294903793,9.431945993470674,3730,382.849363,9.742735290903436
2-39-89-25,normal,0.18712966603612516,0.6884316896933953,0.07481274752816859,0.03058386766491714,3565,403.764001,8.82941518107257
2-39-139-28,attack,3.8340093296533486,1642.9138438880707,5.0209456340908956e-05,34.391223140474494,3781,382.849363,9.87594695305788
2-39-139-28,normal,0.18507044087226254,0.22057502686480288,0.14661312108722524,0.0027941607252393863,3676,403.764001,9.104328248421533
2-39-131-30,attack,2.655851778499657,380.3047772797757,0.00011781328472927444,17.093902821577146,3753,382.849363,9.802811138541715
2-39-131-30,normal,0.18521650610054013,0.23052484215069488,0.14606775485208856,0.003533956737675393,3647,403.764001,9.03250411370874
GS_1,attack,0.19760294024738678,0.8302067086617183,0.02483739635569237,0.0558972124032214,3729,382.849363,9.740123297527859
GS_1,normal,0.2952716008834261,6.062196095507656,0.00711847698437511,0.4277820322718935,2478,403.764001,6.137248476493079
2-39-89-25,attack,0.19343715836841618,1.5400773834119317,0.06117806242242249,0.1347450016937025,245,28.588435,8.569898981878511
2-39-89-25,normal,0.18245676026556565,0.2269462831530757,0.03909445225573094,0.011446276551792364,409,51.87778,7.883914847551302
2-39-139-28,attack,0.17621609655834758,0.2279183231766842,0.045105967732776114,0.013995257012138858,277,28.588435,9.689232726450399
2-39-139-28,normal,0.183480595978312,1.368237255089102,0.10305388156019175,0.05560049048773956,481,51.87778,9.271792277927082
2-39-131-30,attack,0.18192820558963427,1.2659088995270047,0.03595879370547509,0.07383949081486045,252,28.588435,8.814753238503611
2-39-131-30,normal,0.18238085335995707,0.2990706332820999,0.029833723212220498,0.014484196158103525,437,51.87778,8.423644959364106
GS_1,attack,0.1941160765520814,0.7524412060198474,0.06409870688058097,0.08842158034854909,242,28.588435,8.464961443324897
GS_1,normal,0.24194414899926167,2.921849382446169,0.02634719326263314,0.27800259102549635,411,51.87778,7.922466998395074
2-39-89-25,attack,0.18050344668850968,1.0283743840149129,0.12704553637898977,0.022213395143474046,1989,203.895903,9.754977764315353
2-39-89-25,normal,0.18613733558485157,0.22906278489937962,0.14747015899037458,0.0039745634901072946,1975,226.870636,8.705401610457866
2-39-131-30,attack,0.17992762197121082,0.2825018018951739,0.04036304132027822,0.012265857598607035,1994,203.895903,9.779500081470495
2-39-131-30,normal,0.18592497650249032,0.22945390054812537,0.1575147665937757,0.0035301049550904096,2026,226.870636,8.930199322930449
GS_1,attack,0.20512715419324404,0.44457408203247656,0.06600934493974801,0.036677454970730834,1988,203.895903,9.750073300884324
GS_1,normal,0.29364528866829886,3.812307934280253,0.00776213008598809,0.38227890253164737,1440,226.870636,6.347229528637633
2-39-89-25,attack,0.181040362520909,0.2089174447955095,0.08974151846529854,0.010226563834769232,229,27.329391,8.379257335079291
2-39-89-25,normal,0.18412376969445785,0.2892205983003644,0.14735233592397326,0.012517063087557711,409,52.037656,7.859692988477422
2-39-139-28,attack,0.1808363750811223,0.22414581330006925,0.1077012035977235,0.00996702459187321,262,27.329391,9.586748566771941
2-39-139-28,normal,0.18643619214996265,1.4334564755509775,0.02743914797317676,0.06698068545645999,475,52.037656,9.128005304466443
2-39-131-30,attack,0.18843181203124248,1.3830550504315413,0.13005011715718368,0.09266451443101556,241,27.329391,8.8183450556948
2-39-131-30,normal,0.18425907472641426,0.32528402023476916,0.11510095052802272,0.012431855413632837,435,52.037656,8.359331173564005
GS_1,attack,0.18171472176156683,0.5402879139090753,0.06492725931552377,0.04338805026172372,235,27.329391,8.598801195387047
GS_1,normal,0.2127812133939751,1.8451734700623654,0.031328905193976755,0.161125085146454,411,52.037656,7.898126695022543
2-39-89-25,attack,1.7037454383253106,144.8645038167939,0.0001347238170293237,10.461994132001353,3523,362.421053,9.720737718843282
2-39-89-25,normal,0.18754797642343526,0.2758767613459944,0.11396141325478484,0.007242230843331674,3395,384.44501,8.830911864352199
2-39-139-28,attack,0.7581363722850768,160.29117401685798,0.0003477741785869917,6.314815214718269,3580,362.421053,9.878013350399929
2-39-139-28,normal,0.18778449962358285,0.7080906232038686,0.057990159340063116,0.01524416643002082,3501,384.44501,9.106634002090441
2-39-131-30,attack,2.28690116204151,436.9079014617193,9.611161924497554e-05,16.54590878564442,3546,362.421053,9.784199815787192
2-39-131-30,normal,0.19125170830842503,1.0402905876116597,0.01504656488580065,0.04254877521277875,3455,384.44501,8.986980998921016
GS_1,attack,0.20444966599899472,1.1168860593153136,0.011483642394110994,0.05955520481902602,1996,362.421053,5.507406326088899
GS_1,normal,0.3791964402948209,4.725079140464413,0.006863873614601945,0.5152643253626784,2344,384.44501,6.097100857155097
2-39-89-25,attack,0.1827484881667043,1.2143436398294891,0.03760631327798298,0.08525820289369691,248,28.747327,8.62688903215245
2-39-89-25,normal,0.1847371872524728,0.2786002736392954,0.1507870656253206,0.008943761453484547,420,51.751751,8.115667429301087
2-39-139-28,attack,0.18055955732230686,1.3458473371869157,0.12514848544842605,0.07121473495213503,280,28.747327,9.74003600404309
2-39-139-28,normal,0.1857619294418878,1.0060181584804684,0.14311563564802382,0.03877627648371406,483,51.751751,9.33301754369625
2-39-131-30,attack,0.17673767678268903,0.22038950085803122,0.14455708321836708,0.011867308391339378,256,28.747327,8.90517577512511
2-39-131-30,normal,0.185549419404654,0.5860834409829613,0.02571383232883567,0.02353750796908441,448,51.751751,8.656711924587826
GS_1,attack,0.19474460012290384,1.8214095773096255,0.03222961762576606,0.10986886767959168,244,28.747327,8.487745660666121
GS_1,normal,0.2369112697575913,2.44270075941186,0.010359106749424783,0.2456564971430048,418,51.751751,8.077021393923463
2-39-89-25,attack,0.18091228709106968,0.7939197249201894,0.046273328603275675,0.018822331679245845,1831,185.920014,9.848321117273581
2-39-89-25,normal,0.1825952046993247,0.2388748000616436,0.14255031045793284,0.0038992016717655452,1818,209.20758,8.689933701254992
GS_1,attack,0.31142511718767585,3.6954098491181973,0.022339496925538046,0.44913287637693294,1105,185.920014,5.9434160756894086
GS_1,normal,0.3584032712226201,6.274642939345116,0.006062586122356441,0.47168305870290833,1394,209.20758,6.6632384926014625
2-39-89-25,attack,0.17918166669852967,0.2352392740603905,0.12761345639757712,0.009913194064230113,224,27.461119,8.15698733908112
2-39-89-25,normal,0.1882385644589147,1.2021511097411512,0.11202830239544075,0.0615907797413345,426,52.342086,8.138766192849097
2-39-139-28,attack,0.18174341680009456,0.33882581126593936,0.14779912062910874,0.013267668111005201,267,27.461119,9.7228375872083
2-39-139-28,normal,0.18367809469000584,0.21872430500226525,0.04438908745898449,0.010870437539553034,491,52.342086,9.380596715232175
2-39-131-30,attack,0.18139180236274793,0.9545375571375403,0.03478510092125073,0.05385739241237612,242,27.461119,8.812459535971568
2-39-131-30,normal,0.18573799250909337,0.3206423654454644,0.15184192339000607,0.013654516207519403,446,52.342086,8.52086789204389
GS_1,attack,0.2228760231301875,1.0645582512132323,0.041388680877124766,0.12243834734100038,227,27.461119,8.266232705229529
GS_1,normal,0.2228760231301875,1.0645582512132323,0.041388680877124766,0.12243834734100038,227,52.342086,4.336854285860904
2-39-89-25,attack,2.3615111978186225,705.7177482070337,0.00012854473416921695,21.188871196036207,3724,383.164303,9.71906821914984
2-39-89-25,normal,0.18286254253530224,0.212293802518298,0.13172037820749685,0.0027908991568820437,3567,403.756495,8.834532804233898
2-39-139-28,attack,2.553855139772906,985.6677189129838,8.830341459684786e-05,22.931047070347176,3769,383.164303,9.836511309875336
2-39-139-28,normal,0.18303577936164103,0.22915708064099466,0.1401743326876356,0.0031150151872963816,3679,403.756495,9.111927722673538
2-39-131-30,attack,1.3490028201431181,154.78780371738887,0.00010276435218635984,9.570794029914474,3744,383.164303,9.771265148361172
2-39-131-30,normal,0.18311025332010158,0.22901315251569793,0.13451345679320775,0.0037554315187433678,3652,403.756495,9.04505573340684
GS_1,attack,0.20204453701987185,0.558925236958423,0.05975313035555185,0.03167270561059772,3735,383.164303,9.747776530216072
GS_1,normal,0.2752712767499184,5.306078160807747,0.005667679706836221,0.3618165507726499,2553,403.756495,6.32311809621787
2-39-89-25,attack,0.18644488395613365,1.1935777620270276,0.03851274533134492,0.0794983421188364,244,28.916337,8.438136545441424
2-39-89-25,normal,0.18058384145925288,0.23282283230141917,0.14822957670354486,0.006961590283881363,432,53.781141,8.032555501193253
2-39-139-28,attack,0.1789580362337875,0.37830821210511584,0.06087841480134557,0.019883794915092567,280,28.916337,9.683107511162289
2-39-139-28,normal,0.18325857088147288,0.7540315047025721,0.045958940369227964,0.029591455562844635,504,53.781141,9.371314751392129
2-39-131-30,attack,0.18276333313692933,0.8998366679608724,0.145873134696111,0.04738944023249321,243,28.916337,8.403554018615845
2-39-131-30,normal,0.18007517448115645,0.23002070059957494,0.10446287105607603,0.008836641318128152,460,53.781141,8.553184098492816
GS_1,attack,0.1921307999577979,0.45177668729992804,0.06575730676399501,0.03163712959455718,243,28.916337,8.403554018615845
GS_1,normal,0.2209522613382394,2.0026437381001467,0.018549922565612158,0.21945624530278002,454,53.781141,8.44162082764291
2-39-139-28,attack,0.1794969600210615,0.3484654944751712,0.038242450931926415,0.01405219301921076,2171,220.559398,9.843153452930625
2-39-139-28,normal,0.18569410863203245,0.2363692430951931,0.15037788348752326,0.0041519438143806965,2226,244.592604,9.100847546477734
2-39-131-30,attack,0.18012562999789652,0.916939330462584,0.0441149961373237,0.02841562470593504,2125,220.559398,9.634592854664938
2-39-131-30,normal,0.1876354703775238,1.2687810269080266,0.14075487970267217,0.029733221756178072,2195,244.592604,8.974106183521396
GS_1,attack,0.20012119475184664,0.48018017640146327,0.08230646333157217,0.03960815497444801,2124,220.559398,9.630058928615684
GS_1,normal,0.2772924589480042,4.940669223487147,0.004582549781913362,0.3707905644042886,1551,244.592604,6.341156578880039
2-39-89-25,attack,0.17575982005107157,0.2082497579868851,0.05094897208480555,0.014105939803303744,238,27.553221,8.637828586356564
2-39-89-25,normal,0.18794322857189524,1.4478073999945718,0.14794639967238757,0.07705930884246395,410,52.198878,7.854574958488572
2-39-139-28,attack,0.17939984254062238,0.5862397370102292,0.0319981869001218,0.03079307311621525,267,27.553221,9.690337111584885
2-39-139-28,normal,0.18175156227132128,0.2020692408649983,0.14371134478217928,0.007145989816226519,478,52.198878,9.15728495160375
2-39-131-30,attack,0.17615740850242206,0.2234156337419128,0.12280198654631201,0.010523363386888335,242,27.553221,8.78300217604323
2-39-131-30,normal,0.18384394413967187,0.7329173397626574,0.13442960221952557,0.027732654532261976,436,52.198878,8.35266995585614
GS_1,attack,0.18797870152499763,0.5879741020738942,0.08039468520491114,0.04571213624799463,250,27.553221,9.073349355416559
GS_1,normal,0.21178182161952083,3.54911183296905,0.021093085721863535,0.21247874459643332,415,52.198878,7.950362457982334
